"Name","Live Bytes","Live Objects"
"java.lang.Shutdown$Lock","32 B (0%)","2 (0%)"
"org.hibernate.validator.internal.util.TypeResolutionHelper","32 B (0%)","2 (0%)"
"org.springframework.boot.autoconfigure.task.TaskExecutionProperties","32 B (0%)","1 (0%)"
"com.groww.credit.vendor.commons.infrastructure.config.RestTemplateConfig$$SpringCGLIB$$0","32 B (0%)","1 (0%)"
"org.springframework.data.redis.core.index.IndexConfiguration","32 B (0%)","2 (0%)"
"java.lang.ref.WeakReference[]","32 B (0%)","1 (0%)"
"org.aspectj.weaver.ResolvedType[][]","32 B (0%)","2 (0%)"
"java.lang.StackStreamFactory$WalkerState[]","32 B (0%)","1 (0%)"
"org.redisson.codec.Kryo5Codec$4","32 B (0%)","2 (0%)"
"org.springframework.boot.web.servlet.context.ApplicationServletEnvironment","32 B (0%)","1 (0%)"
"org.redisson.codec.Kryo5Codec$5","32 B (0%)","2 (0%)"
"java.util.logging.ErrorManager","32 B (0%)","2 (0%)"
"org.springframework.boot.autoconfigure.kafka.KafkaProperties$Jaas","32 B (0%)","1 (0%)"
"org.springframework.web.servlet.mvc.method.annotation.ServletCookieValueMethodArgumentResolver","32 B (0%)","1 (0%)"
"org.springframework.integration.config.GlobalChannelInterceptorProcessor","32 B (0%)","1 (0%)"
"java.io.ObjectInputFilter$Status[]","32 B (0%)","1 (0%)"
"org.xnio.ChannelListener$SimpleSetter","32 B (0%)","2 (0%)"
"jdk.xml.internal.XMLSecurityManager$NameMap[]","32 B (0%)","1 (0%)"
"com.fasterxml.jackson.datatype.jsr310.deser.DurationDeserializer","32 B (0%)","1 (0%)"
"org.springframework.boot.Banner$Mode[]","32 B (0%)","1 (0%)"
"org.redisson.client.codec.LongCodec","32 B (0%)","1 (0%)"
"org.redisson.RedissonRx","32 B (0%)","1 (0%)"
"sun.management.MappedMXBeanType$InProgress","32 B (0%)","1 (0%)"
"io.netty.resolver.dns.DnsAddressResolverGroup","32 B (0%)","1 (0%)"
"jdk.internal.icu.impl.UCharacterProperty$1","32 B (0%)","1 (0%)"
"java.security.UnresolvedPermission","32 B (0%)","1 (0%)"
"io.micrometer.core.instrument.config.MeterFilterReply[]","32 B (0%)","1 (0%)"
"java.security.MessageDigest$Delegate$CloneableDelegate","32 B (0%)","1 (0%)"
"org.springframework.integration.channel.AbstractMessageChannel$ChannelInterceptorList","32 B (0%)","1 (0%)"
"org.springframework.web.servlet.view.DefaultRequestToViewNameTranslator","32 B (0%)","1 (0%)"
"com.fasterxml.jackson.databind.cfg.DatatypeFeatures","32 B (0%)","1 (0%)"
"java.lang.ProcessHandleImpl","32 B (0%)","1 (0%)"
"sun.rmi.server.UnicastRef2","32 B (0%)","2 (0%)"
"org.aspectj.weaver.patterns.AnyAnnotationTypePattern","32 B (0%)","1 (0%)"
"io.opentelemetry.sdk.trace.samplers.SamplingDecision[]","32 B (0%)","1 (0%)"
"jdk.internal.module.ModuleResolution","32 B (0%)","2 (0%)"
"org.springframework.util.AlternativeJdkIdGenerator","32 B (0%)","2 (0%)"
"org.hibernate.validator.internal.properties.DefaultGetterPropertySelectionStrategy","32 B (0%)","2 (0%)"
"org.redisson.client.protocol.convertor.TrueReplayConvertor","32 B (0%)","2 (0%)"
"org.redisson.QueueTransferService","32 B (0%)","2 (0%)"
"org.springframework.boot.convert.NumberToDataSizeConverter","32 B (0%)","2 (0%)"
"org.springframework.kafka.retrytopic.ListenerContainerFactoryResolver","32 B (0%)","1 (0%)"
"java.lang.invoke.VarHandleByteArrayAsChars$ArrayHandle","32 B (0%)","1 (0%)"
"org.xnio.Option$9","32 B (0%)","2 (0%)"
"org.springframework.data.util.CustomCollections$SearchableTypes","32 B (0%)","2 (0%)"
"com.groww.credit.vendor.idfc.infrastructure.configs.IDFCApplicationConfig$$SpringCGLIB$$0","32 B (0%)","1 (0%)"
"java.net.InetAddress$CachedLocalHost","32 B (0%)","1 (0%)"
"com.fasterxml.classmate.AnnotationInclusion[]","32 B (0%)","1 (0%)"
"org.springframework.boot.web.server.MimeMappings","32 B (0%)","2 (0%)"
"com.giffing.bucket4j.spring.boot.starter.config.filter.servlet.predicate.ServletRequestExecutePredicateConfiguration$$SpringCGLIB$$0","32 B (0%)","1 (0%)"
"java.time.format.DateTimeFormatterBuilder$SettingsParser[]","32 B (0%)","1 (0%)"
"feign.QueryMap$MapEncoder[]","32 B (0%)","1 (0%)"
"com.fasterxml.jackson.databind.ser.std.NumberSerializers$IntLikeSerializer","32 B (0%)","1 (0%)"
"sun.security.ssl.TrustStoreManager$TrustAnchorManager","32 B (0%)","1 (0%)"
"java.time.temporal.JulianFields$Field[]","32 B (0%)","1 (0%)"
"com.fasterxml.jackson.core.StreamReadCapability[]","32 B (0%)","1 (0%)"
"io.github.rohitect.kraven.springboot.feign.FeignClientScanner","32 B (0%)","1 (0%)"
"java.lang.invoke.VarHandleByteArrayAsFloats$ArrayHandle","32 B (0%)","1 (0%)"
"org.hibernate.validator.internal.engine.messageinterpolation.DefaultLocaleResolver","32 B (0%)","2 (0%)"
"sun.security.provider.PolicyFile","32 B (0%)","1 (0%)"
"org.xnio.nio.NioXnio","32 B (0%)","1 (0%)"
"org.apache.commons.pool2.impl.BaseGenericObjectPool$IdentityWrapper","32 B (0%)","2 (0%)"
"org.springframework.data.convert.CustomConversions$ConverterRegistrationIntent$ConverterOrigin[]","32 B (0%)","1 (0%)"
"io.undertow.server.protocol.http.HttpRequestParser$$generated","32 B (0%)","1 (0%)"
"org.springframework.boot.actuate.autoconfigure.observation.ObservationProperties","32 B (0%)","1 (0%)"
"org.redisson.misc.WrappedLock","32 B (0%)","2 (0%)"
"io.github.bucket4j.distributed.proxy.ClientSideConfig","32 B (0%)","1 (0%)"
"com.google.gson.ToNumberPolicy[]","32 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.web.servlet.ServletWebServerFactoryCustomizer","32 B (0%)","1 (0%)"
"org.springframework.data.repository.support.Repositories","32 B (0%)","1 (0%)"
"com.groww.credit.vendor.commons.configs.CommonConfigs$$SpringCGLIB$$0","32 B (0%)","1 (0%)"
"ch.qos.logback.classic.spi.Configurator$ExecutionStatus[]","32 B (0%)","1 (0%)"
"javax.management.remote.rmi.RMIConnectionImpl$SetCcl","32 B (0%)","2 (0%)"
"java.lang.invoke.MethodHandleImpl$ArrayAccess[]","32 B (0%)","1 (0%)"
"org.redisson.client.protocol.decoder.ScoredSortedSetPolledObjectDecoder","32 B (0%)","2 (0%)"
"org.redisson.client.protocol.decoder.ObjectMapReplayDecoder2","32 B (0%)","2 (0%)"
"org.redisson.RedissonReactive","32 B (0%)","1 (0%)"
"org.springframework.boot.env.SystemEnvironmentPropertySourceEnvironmentPostProcessor$OriginAwareSystemEnvironmentPropertySource","32 B (0%)","1 (0%)"
"org.springframework.integration.config.MessagingAnnotationBeanPostProcessor","32 B (0%)","1 (0%)"
"java.lang.invoke.VarHandleByteArrayAsShorts$ArrayHandle","32 B (0%)","1 (0%)"
"org.apache.kafka.shaded.com.google.protobuf.ExtensionRegistry","32 B (0%)","1 (0%)"
"org.springframework.core.annotation.MergedAnnotations$SearchStrategy[]","32 B (0%)","1 (0%)"
"io.netty.util.Signal$SignalConstant","32 B (0%)","1 (0%)"
"org.springframework.util.ConcurrentReferenceHashMap$Restructure[]","24 B (0%)","1 (0%)"
"org.springframework.cloud.util.ConditionalOnBootstrapDisabled$OnBootstrapDisabledCondition","24 B (0%)","1 (0%)"
"com.fasterxml.jackson.annotation.JsonFormat$Features","24 B (0%)","1 (0%)"
"org.springframework.data.convert.Jsr310Converters$InstantToLocalDateTimeConverter[]","24 B (0%)","1 (0%)"
"io.netty.util.internal.ThreadExecutorMap$3","24 B (0%)","1 (0%)"
"java.util.Locale$Cache","24 B (0%)","1 (0%)"
"jdk.internal.module.ModuleBootstrap$SafeModuleFinder","24 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.http.HttpMessageConvertersAutoConfiguration$NotReactiveWebApplicationCondition","24 B (0%)","1 (0%)"
"org.springframework.boot.logging.DeferredLogs","24 B (0%)","1 (0%)"
"sun.security.util.DisabledAlgorithmConstraints$jdkCAConstraint","24 B (0%)","1 (0%)"
"jdk.internal.util.OSVersion","24 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.ssl.SslPropertiesBundleRegistrar","24 B (0%)","1 (0%)"
"io.micrometer.core.instrument.binder.logging.LogbackMetrics","24 B (0%)","1 (0%)"
"com.groww.credit.vendor.idfc.application.interceptors.IDFCRequestInterceptor","24 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.task.TaskSchedulingConfigurations$SimpleAsyncTaskSchedulerBuilderConfiguration","24 B (0%)","1 (0%)"
"io.netty.handler.codec.dns.DatagramDnsResponseDecoder$1","24 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.web.ServerProperties$Jetty$Accesslog$FORMAT[]","24 B (0%)","1 (0%)"
"java.util.concurrent.Executors$DefaultThreadFactory","24 B (0%)","1 (0%)"
"org.springframework.cloud.configuration.CompatibilityVerifierProperties","24 B (0%)","1 (0%)"
"org.springframework.core.OrderComparator$$Lambda.0x0000007001491e68","24 B (0%)","1 (0%)"
"org.springframework.core.env.CommandLineArgs","24 B (0%)","1 (0%)"
"com.fasterxml.jackson.databind.cfg.ContextAttributes$Impl","24 B (0%)","1 (0%)"
"org.springframework.cloud.logging.LoggingRebinder","24 B (0%)","1 (0%)"
"sun.nio.fs.NativeBuffer$Deallocator","24 B (0%)","1 (0%)"
"org.springframework.boot.cloud.CloudPlatform$1","24 B (0%)","1 (0%)"
"org.springframework.boot.cloud.CloudPlatform$6","24 B (0%)","1 (0%)"
"org.springframework.boot.web.server.Shutdown[]","24 B (0%)","1 (0%)"
"org.springframework.boot.cloud.CloudPlatform$5","24 B (0%)","1 (0%)"
"org.springframework.boot.cloud.CloudPlatform$4","24 B (0%)","1 (0%)"
"org.springframework.boot.cloud.CloudPlatform$3","24 B (0%)","1 (0%)"
"org.springframework.boot.cloud.CloudPlatform$2","24 B (0%)","1 (0%)"
"java.lang.StackWalker$ExtendedOption[]","24 B (0%)","1 (0%)"
"java.time.zone.TzdbZoneRulesProvider","24 B (0%)","1 (0%)"
"io.lettuce.core.resource.DefaultNettyCustomizer[]","24 B (0%)","1 (0%)"
"io.netty.util.AttributeKey$1","24 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.jackson.JacksonProperties$Datatype","24 B (0%)","1 (0%)"
"org.slf4j.helpers.BasicMDCAdapter","24 B (0%)","1 (0%)"
"okhttp3.ConnectionSpec[]","24 B (0%)","1 (0%)"
"org.apache.kafka.common.message.MetadataRequestData","24 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.web.servlet.WebMvcProperties$Format","24 B (0%)","1 (0%)"
"org.hibernate.validator.internal.metadata.location.ReturnValueConstraintLocation","24 B (0%)","1 (0%)"
"org.springframework.core.NativeDetector$Context[]","24 B (0%)","1 (0%)"
"org.apache.kafka.common.security.JaasContext$Type[]","24 B (0%)","1 (0%)"
"io.opentelemetry.sdk.trace.samplers.AlwaysOffSampler","24 B (0%)","1 (0%)"
"java.util.Collections$SynchronizedSet","24 B (0%)","1 (0%)"
"com.fasterxml.jackson.databind.introspect.AnnotatedClass$Creators","24 B (0%)","1 (0%)"
"io.undertow.servlet.core.InMemorySessionManagerFactory","24 B (0%)","1 (0%)"
"org.springframework.data.repository.config.RepositoryRegistrationAotProcessor","24 B (0%)","1 (0%)"
"io.lettuce.core.resource.DnsResolvers$1","24 B (0%)","1 (0%)"
"io.lettuce.core.resource.DnsResolvers$2","24 B (0%)","1 (0%)"
"org.springframework.boot.builder.ParentContextCloserApplicationListener","24 B (0%)","1 (0%)"
"org.springframework.cloud.context.properties.ConfigurationPropertiesRebinder","24 B (0%)","1 (0%)"
"java.time.temporal.IsoFields$Unit[]","24 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.task.TaskSchedulingProperties$Shutdown","24 B (0%)","1 (0%)"
"sun.security.rsa.RSAUtil$KeyType[]","24 B (0%)","1 (0%)"
"org.springframework.data.redis.core.convert.BinaryConverters$BooleanToBytesConverter","24 B (0%)","1 (0%)"
"org.yaml.snakeyaml.DumperOptions$NonPrintableStyle[]","24 B (0%)","1 (0%)"
"org.redisson.connection.NodeSource$Redirect[]","24 B (0%)","1 (0%)"
"org.springframework.kafka.listener.ContainerProperties$EOSMode[]","24 B (0%)","1 (0%)"
"org.springframework.boot.actuate.sbom.SbomEndpointWebExtension","24 B (0%)","1 (0%)"
"org.springframework.cloud.configuration.SpringBootVersionVerifier","24 B (0%)","1 (0%)"
"org.springframework.boot.web.servlet.server.DocumentRoot","24 B (0%)","1 (0%)"
"io.micrometer.tracing.handler.PropagatingSenderTracingObservationHandler","24 B (0%)","1 (0%)"
"java.util.regex.Pattern$$Lambda.0x00000070010dc2e8","24 B (0%)","1 (0%)"
"org.springframework.cloud.context.restart.RestartListener","24 B (0%)","1 (0%)"
"org.springframework.data.geo.format.PointFormatter","24 B (0%)","1 (0%)"
"org.springframework.retry.backoff.FixedBackOffPolicy","24 B (0%)","1 (0%)"
"io.github.rohitect.kraven.springboot.feign.FeignClientController","24 B (0%)","1 (0%)"
"org.springframework.cglib.core.internal.LoadingCache","24 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.web.ServerProperties$Undertow$Options","24 B (0%)","1 (0%)"
"org.slf4j.helpers.NOP_FallbackServiceProvider","24 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.jackson.JacksonAutoConfiguration$Jackson2ObjectMapperBuilderCustomizerConfiguration$StandardJackson2ObjectMapperBuilderCustomizer","24 B (0%)","1 (0%)"
"org.springframework.boot.context.config.ConfigData","24 B (0%)","1 (0%)"
"sun.util.locale.BaseLocale$Cache","24 B (0%)","1 (0%)"
"org.apache.kafka.common.utils.ImplicitLinkedHashCollection$HeadElement","24 B (0%)","1 (0%)"
"org.hibernate.validator.internal.metadata.aggregated.ValidatableParametersMetaData","24 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.integration.IntegrationProperties$Management","24 B (0%)","1 (0%)"
"sun.rmi.transport.SequenceEntry","24 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.kafka.KafkaProperties$Template","24 B (0%)","1 (0%)"
"org.springframework.cloud.endpoint.event.RefreshEventListener","24 B (0%)","1 (0%)"
"org.springframework.integration.config.DefaultConfiguringBeanFactoryPostProcessor","24 B (0%)","1 (0%)"
"sun.util.locale.provider.TimeZoneNameProviderImpl","24 B (0%)","1 (0%)"
"ch.qos.logback.core.rolling.helper.RenameUtil","24 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.thread.Threading$2","24 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.thread.Threading$1","24 B (0%)","1 (0%)"
"org.springframework.data.util.NullableWrapperConverters$Jdk8OptionalUnwrapper","24 B (0%)","1 (0%)"
"org.springframework.data.convert.Jsr310Converters$PeriodToStringConverter[]","24 B (0%)","1 (0%)"
"jdk.internal.logger.BootstrapLogger$RedirectedLoggers","24 B (0%)","1 (0%)"
"io.github.rohitect.kraven.springboot.businessflow.controller.BusinessFlowController","24 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.transaction.TransactionProperties","24 B (0%)","1 (0%)"
"com.groww.credit.vendor.commons.configs.RateLimiterConfig$OutboundConfig","24 B (0%)","1 (0%)"
"java.io.UnixFileSystem","24 B (0%)","1 (0%)"
"com.giffing.bucket4j.spring.boot.starter.service.ExpressionService","24 B (0%)","1 (0%)"
"org.springframework.data.repository.support.Repositories$EmptyRepositoryFactoryInformation[]","24 B (0%)","1 (0%)"
"org.jboss.threads.EnhancedQueueExecutor$TaskNode","24 B (0%)","1 (0%)"
"org.springframework.data.convert.Jsr310Converters$InstantToDateConverter[]","24 B (0%)","1 (0%)"
"com.groww.credit.vendor.idfc.application.services.IDFCAuthService","24 B (0%)","1 (0%)"
"org.springframework.data.repository.support.Repositories$EmptyRepositoryFactoryInformation","24 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.freemarker.FreeMarkerTemplateAvailabilityProvider","24 B (0%)","1 (0%)"
"org.apache.kafka.common.network.Mode[]","24 B (0%)","1 (0%)"
"org.springframework.util.ConcurrentReferenceHashMap$ReferenceType[]","24 B (0%)","1 (0%)"
"io.lettuce.core.tracing.NoOpTracing[]","24 B (0%)","1 (0%)"
"jakarta.el.ExpressionFactory$CacheKey","24 B (0%)","1 (0%)"
"org.springframework.boot.context.ContextIdApplicationContextInitializer$ContextId","24 B (0%)","1 (0%)"
"org.springframework.boot.web.server.MimeMappings$LazyMimeMappingsCopy","24 B (0%)","1 (0%)"
"java.lang.invoke.MethodHandleImpl$BindCaller$1","24 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.info.ProjectInfoProperties","24 B (0%)","1 (0%)"
"org.springframework.boot.actuate.endpoint.web.ServletEndpointRegistrar","24 B (0%)","1 (0%)"
"org.springframework.integration.config.MessagingAnnotationPostProcessor","24 B (0%)","1 (0%)"
"org.springdoc.core.properties.SwaggerUiConfigProperties$SyntaxHighlight","24 B (0%)","1 (0%)"
"org.springframework.data.convert.Jsr310Converters$LocalDateTimeToDateConverter[]","24 B (0%)","1 (0%)"
"com.giffing.bucket4j.spring.boot.starter.config.filter.servlet.predicate.ServletHeaderExecutePredicate","24 B (0%)","1 (0%)"
"org.springframework.web.method.annotation.HandlerMethodValidator","24 B (0%)","1 (0%)"
"com.fasterxml.jackson.databind.ser.impl.FailingSerializer","24 B (0%)","1 (0%)"
"com.groww.credit.vendor.idfc.infrastructure.adapters.input.kafka.IDFCLoanEmiRefreshKafkaListener","24 B (0%)","1 (0%)"
"org.springframework.data.convert.Jsr310Converters$LocalDateTimeToInstantConverter[]","24 B (0%)","1 (0%)"
"org.springframework.cloud.context.environment.EnvironmentManager","24 B (0%)","1 (0%)"
"com.sun.org.apache.xalan.internal.utils.XMLSecurityPropertyManager$Property[]","24 B (0%)","1 (0%)"
"org.apache.kafka.common.utils.Java$Version","24 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.web.servlet.error.BasicErrorController","24 B (0%)","1 (0%)"
"org.springframework.data.convert.Jsr310Converters$LocalDateTimeToInstantConverter","24 B (0%)","1 (0%)"
"org.springframework.data.web.OffsetScrollPositionHandlerMethodArgumentResolver","24 B (0%)","1 (0%)"
"java.io.InputStreamReader","24 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.ssl.SslProperties$Bundles","24 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.web.WebProperties$Resources$Chain","24 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.AutoConfigurationImportSelector$AutoConfigurationEntry","24 B (0%)","1 (0%)"
"io.netty.handler.codec.dns.DatagramDnsQueryEncoder","24 B (0%)","1 (0%)"
"feign.ExceptionPropagationPolicy[]","24 B (0%)","1 (0%)"
"javax.management.remote.rmi.RMIConnectionImpl$6","24 B (0%)","1 (0%)"
"javax.management.remote.rmi.RMIConnectionImpl$7","24 B (0%)","1 (0%)"
"org.springframework.boot.actuate.endpoint.ApiVersion[]","24 B (0%)","1 (0%)"
"com.groww.credit.vendor.gcs.infrastructure.adapters.input.kafka.GcsLoanDetailsKafkaListener","24 B (0%)","1 (0%)"
"org.hibernate.validator.internal.metadata.descriptor.ConstraintDescriptorImpl$ConstraintType[]","24 B (0%)","1 (0%)"
"sun.reflect.annotation.TypeAnnotation$LocationInfo","24 B (0%)","1 (0%)"
"ch.qos.logback.classic.spi.TurboFilterList","24 B (0%)","1 (0%)"
"java.util.logging.LogManager$LoggerContext","24 B (0%)","1 (0%)"
"com.giffing.bucket4j.spring.boot.starter.config.filter.servlet.predicate.ServletPathExecutePredicate","24 B (0%)","1 (0%)"
"jdk.internal.vm.ThreadContainers$RootContainer$TrackingRootContainer","24 B (0%)","1 (0%)"
"org.springframework.boot.logging.logback.LogbackLoggingSystem","24 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.integration.IntegrationProperties$Channel","24 B (0%)","1 (0%)"
"com.fasterxml.jackson.databind.util.CompactStringObjectMap","24 B (0%)","1 (0%)"
"io.undertow.server.DefaultByteBufferPool$ThreadLocalData","24 B (0%)","1 (0%)"
"org.slf4j.helpers.FormattingTuple","24 B (0%)","1 (0%)"
"org.springframework.data.convert.Jsr310Converters$LocalTimeToDateConverter","24 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.web.ServerProperties$Undertow$Threads","24 B (0%)","1 (0%)"
"org.springframework.data.convert.Jsr310Converters$StringToDurationConverter","24 B (0%)","1 (0%)"
"org.xnio.nio.NioTcpServer$1","24 B (0%)","1 (0%)"
"io.netty.resolver.dns.UnixResolverDnsServerAddressStreamProvider","24 B (0%)","1 (0%)"
"org.springframework.boot.context.properties.bind.JavaBeanBinder$Bean","24 B (0%)","1 (0%)"
"io.github.rohitect.kraven.springboot.plugin.KravenPluginDiscovery","24 B (0%)","1 (0%)"
"org.springframework.data.geo.format.DistanceFormatter[]","24 B (0%)","1 (0%)"
"io.netty.buffer.PoolArena$SizeClass[]","24 B (0%)","1 (0%)"
"com.groww.credit.vendor.gcs.application.services.GCSAuthService","24 B (0%)","1 (0%)"
"org.springframework.data.convert.Jsr310Converters$PeriodToStringConverter","24 B (0%)","1 (0%)"
"org.springframework.boot.actuate.autoconfigure.metrics.AutoTimeProperties","24 B (0%)","1 (0%)"
"io.undertow.util.SubstringMap","24 B (0%)","1 (0%)"
"org.springframework.kafka.listener.ContainerPartitionPausingBackOffManager","24 B (0%)","1 (0%)"
"java.util.logging.LogManager$SystemLoggerContext","24 B (0%)","1 (0%)"
"org.springdoc.core.discoverer.SpringDocParameterNameDiscoverer","24 B (0%)","1 (0%)"
"io.opentelemetry.sdk.trace.samplers.AlwaysOnSampler","24 B (0%)","1 (0%)"
"org.springframework.data.projection.ProxyProjectionFactory$MapAccessingMethodInterceptorFactory[]","24 B (0%)","1 (0%)"
"org.redisson.client.handler.RedisChannelInitializer$Type[]","24 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.web.servlet.WelcomePage","24 B (0%)","1 (0%)"
"com.fasterxml.jackson.databind.cfg.DefaultCacheProvider","24 B (0%)","1 (0%)"
"org.springframework.boot.actuate.metrics.system.DiskSpaceMetricsBinder","24 B (0%)","1 (0%)"
"org.springframework.data.projection.ProxyProjectionFactory$MapAccessingMethodInterceptorFactory","24 B (0%)","1 (0%)"
"com.google.gson.LongSerializationPolicy$1","24 B (0%)","1 (0%)"
"com.google.gson.LongSerializationPolicy$2","24 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.web.WebProperties$Resources$Chain$Strategy$Fixed","24 B (0%)","1 (0%)"
"org.springframework.boot.actuate.endpoint.web.PathMappedEndpoints","24 B (0%)","1 (0%)"
"org.springframework.integration.support.management.micrometer.MicrometerMetricsCaptor","24 B (0%)","1 (0%)"
"org.springframework.data.convert.Jsr310Converters$LocalTimeToDateConverter[]","24 B (0%)","1 (0%)"
"org.springframework.data.util.NullableWrapperConverters$Jdk8OptionalUnwrapper[]","24 B (0%)","1 (0%)"
"org.slf4j.helpers.BasicMDCAdapter$1","24 B (0%)","1 (0%)"
"org.redisson.client.protocol.RedisCommands$6","24 B (0%)","1 (0%)"
"java.util.Comparators$NaturalOrderComparator[]","24 B (0%)","1 (0%)"
"redis.clients.jedis.JedisFactory","24 B (0%)","1 (0%)"
"sun.management.CompilationImpl","24 B (0%)","1 (0%)"
"org.springframework.boot.context.ConfigurationWarningsApplicationContextInitializer$Check[]","24 B (0%)","1 (0%)"
"org.springframework.boot.context.config.Profiles","24 B (0%)","1 (0%)"
"sun.util.locale.provider.DateFormatSymbolsProviderImpl","24 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.info.ProjectInfoProperties$Git","24 B (0%)","1 (0%)"
"java.lang.invoke.VarHandles$1","24 B (0%)","1 (0%)"
"org.springframework.boot.web.server.ErrorPageRegistrarBeanPostProcessor","24 B (0%)","1 (0%)"
"com.groww.credit.vendor.idfc.infrastructure.configs.LocalIDFCFeignClientConfig$$SpringCGLIB$$FastClass$$0","24 B (0%)","1 (0%)"
"org.springframework.data.geo.format.PointFormatter[]","24 B (0%)","1 (0%)"
"com.groww.credit.vendor.idfc.infrastructure.configs.LocalIDFCFeignClientConfig$$SpringCGLIB$$FastClass$$1","24 B (0%)","1 (0%)"
"io.undertow.servlet.core.ManagedServlets","24 B (0%)","1 (0%)"
"io.opentelemetry.sdk.trace.samplers.AlwaysOffSampler[]","24 B (0%)","1 (0%)"
"com.groww.credit.vendor.saison.infrastructure.adapters.input.kafka.SaisonPublishLoanDetailsListener","24 B (0%)","1 (0%)"
"org.springframework.data.util.NullableWrapperConverters$GuavaOptionalUnwrapper[]","24 B (0%)","1 (0%)"
"ch.qos.logback.classic.util.LogbackMDCAdapter","24 B (0%)","1 (0%)"
"org.xnio.nio.NioTcpServerHandle[]","24 B (0%)","1 (0%)"
"io.undertow.servlet.api.ErrorPage","24 B (0%)","1 (0%)"
"org.springframework.boot.context.properties.source.ConfigurationPropertySourcesPropertySource","24 B (0%)","1 (0%)"
"java.util.ResourceBundle$Control$CandidateListCache","24 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.security.DefaultWebSecurityCondition","24 B (0%)","1 (0%)"
"java.util.regex.Pattern$$Lambda.0x00000070010dc758","24 B (0%)","1 (0%)"
"org.springframework.cloud.openfeign.support.FeignHttpClientProperties$OkHttp","24 B (0%)","1 (0%)"
"io.github.rohitect.kraven.springboot.config.KravenUiEnhancedProperties$ApiDocs","24 B (0%)","1 (0%)"
"org.springframework.data.repository.support.DomainClassConverter$$Lambda.0x00000070018da8b0","24 B (0%)","1 (0%)"
"org.springframework.http.client.observation.ClientHttpObservationDocumentation$LowCardinalityKeyNames$6","24 B (0%)","1 (0%)"
"org.springframework.http.client.observation.ClientHttpObservationDocumentation$LowCardinalityKeyNames$4","24 B (0%)","1 (0%)"
"org.springframework.http.client.observation.ClientHttpObservationDocumentation$LowCardinalityKeyNames$5","24 B (0%)","1 (0%)"
"org.springframework.http.client.observation.ClientHttpObservationDocumentation$LowCardinalityKeyNames$2","24 B (0%)","1 (0%)"
"org.springframework.http.client.observation.ClientHttpObservationDocumentation$LowCardinalityKeyNames$3","24 B (0%)","1 (0%)"
"org.springframework.http.client.observation.ClientHttpObservationDocumentation$LowCardinalityKeyNames$1","24 B (0%)","1 (0%)"
"org.springframework.data.convert.Jsr310Converters$StringToLocalDateTimeConverter[]","24 B (0%)","1 (0%)"
"com.groww.credit.vendor.abfl.infrastructure.adapters.input.kafka.AbflLoanForeclosureStatusKafkaListener","24 B (0%)","1 (0%)"
"org.springframework.boot.actuate.health.HealthEndpointWebExtension","24 B (0%)","1 (0%)"
"org.springframework.boot.actuate.autoconfigure.observation.PropertiesObservationFilterPredicate","24 B (0%)","1 (0%)"
"sun.nio.cs.ThreadLocalCoders$1","24 B (0%)","1 (0%)"
"sun.nio.cs.ThreadLocalCoders$2","24 B (0%)","1 (0%)"
"org.springframework.data.convert.Jsr310Converters$DurationToStringConverter","24 B (0%)","1 (0%)"
"org.springframework.data.redis.listener.SynchronizingMessageListener","24 B (0%)","1 (0%)"
"io.github.rohitect.kraven.springboot.businessflow.service.BusinessFlowScanner","24 B (0%)","1 (0%)"
"sun.reflect.annotation.TypeNotPresentExceptionProxy","24 B (0%)","1 (0%)"
"org.springframework.boot.context.config.ConfigDataNotFoundAction$1","24 B (0%)","1 (0%)"
"org.springframework.boot.context.config.ConfigDataNotFoundAction$2","24 B (0%)","1 (0%)"
"org.redisson.client.protocol.RedisCommands$16","24 B (0%)","1 (0%)"
